filename,path_1km,path_25m,model_b_max_prob,model_b_passed,model_a_max_prob,model_a_positive_pixels,final_positive,label_1km_positive,label_25m_positive,status
patch_20717_ignition_GWF002_20200423.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20717_ignition_GWF002_20200423.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20717_ignition_GWF002_20200423.npz,0.86492795,1,0.80489248,1,1,True,True,completed
patch_20718_ignition_SWF009_20200430.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20718_ignition_SWF009_20200430.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20718_ignition_SWF009_20200430.npz,0.99566579,1,0.83554262,1,1,True,True,completed
patch_20719_ignition_LWF040_20200505.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20719_ignition_LWF040_20200505.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20719_ignition_LWF040_20200505.npz,0.99984086,1,0.96231788,1,1,True,True,completed
patch_20720_ignition_LWF041_20200505.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20720_ignition_LWF041_20200505.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20720_ignition_LWF041_20200505.npz,0.98160779,1,0.88524383,1,1,True,True,completed
patch_20721_ignition_LWF042_20200505.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20721_ignition_LWF042_20200505.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20721_ignition_LWF042_20200505.npz,0.99973732,1,0.95759666,1,1,True,True,completed
patch_20722_ignition_LWF060_20200101.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20722_ignition_LWF060_20200101.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20722_ignition_LWF060_20200101.npz,0.99267948,1,0.85236222,1,1,True,True,completed
patch_20723_ignition_CWF039_20200704.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20723_ignition_CWF039_20200704.npz,,0.28269964,0,,,0,True,,blocked_by_model_b
patch_20724_ignition_EWF025_20200712.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20724_ignition_EWF025_20200712.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20724_ignition_EWF025_20200712.npz,0.89734679,1,0.85438347,1,1,True,True,completed
patch_20725_ignition_EWF030_20200728.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20725_ignition_EWF030_20200728.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20725_ignition_EWF030_20200728.npz,0.80714726,1,0.74861121,1,1,True,True,completed
patch_20732_ignition_EWF005_20200424.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20732_ignition_EWF005_20200424.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20732_ignition_EWF005_20200424.npz,0.99633634,1,0.85325277,1,1,True,True,completed
patch_20733_ignition_GWF003_20200426.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20733_ignition_GWF003_20200426.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20733_ignition_GWF003_20200426.npz,0.73088890,1,0.86552709,1,1,True,True,completed
patch_20734_ignition_GWF004_20200426.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20734_ignition_GWF004_20200426.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20734_ignition_GWF004_20200426.npz,0.52293646,1,0.63481575,1,1,True,True,completed
patch_20735_ignition_PWF006_20200503.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20735_ignition_PWF006_20200503.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20735_ignition_PWF006_20200503.npz,0.83085722,1,0.77304047,1,1,True,True,completed
patch_20736_ignition_LWF036_20200504.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20736_ignition_LWF036_20200504.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20736_ignition_LWF036_20200504.npz,0.99858499,1,0.93502361,1,1,True,True,completed
patch_20737_ignition_LWF037_20200504.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20737_ignition_LWF037_20200504.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20737_ignition_LWF037_20200504.npz,0.99838376,1,0.94919920,1,1,True,True,completed
patch_20738_ignition_SWF011_20200504.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20738_ignition_SWF011_20200504.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20738_ignition_SWF011_20200504.npz,0.82486588,1,0.88754672,1,1,True,True,completed
patch_20739_ignition_WWF004_20200508.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20739_ignition_WWF004_20200508.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20739_ignition_WWF004_20200508.npz,0.81024253,1,0.70193535,1,1,True,True,completed
patch_20740_ignition_LWF070_20200517.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20740_ignition_LWF070_20200517.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20740_ignition_LWF070_20200517.npz,0.98762739,1,0.84804344,1,1,True,True,completed
patch_20741_ignition_LWF071_20200517.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20741_ignition_LWF071_20200517.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20741_ignition_LWF071_20200517.npz,0.99199355,1,0.90377945,1,1,True,True,completed
patch_20742_ignition_MWF005_20200518.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20742_ignition_MWF005_20200518.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20742_ignition_MWF005_20200518.npz,0.65250051,1,0.79143530,1,1,True,True,completed
patch_20752_ignition_WWF001_20200228.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20752_ignition_WWF001_20200228.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20752_ignition_WWF001_20200228.npz,1.00000000,1,0.99290198,1,1,True,True,completed
patch_20753_ignition_PWF008_20200506.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20753_ignition_PWF008_20200506.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20753_ignition_PWF008_20200506.npz,0.70455247,1,0.75674695,1,1,True,True,completed
patch_20754_ignition_LWF066_20200516.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20754_ignition_LWF066_20200516.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20754_ignition_LWF066_20200516.npz,0.92002738,1,0.81049728,1,1,True,True,completed
patch_20755_ignition_LWF067_20200516.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20755_ignition_LWF067_20200516.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20755_ignition_LWF067_20200516.npz,0.99714142,1,0.86422789,1,1,True,True,completed
patch_20756_ignition_WWF015_20200515.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20756_ignition_WWF015_20200515.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20756_ignition_WWF015_20200515.npz,0.98366672,1,0.89045858,1,1,True,True,completed
patch_20757_ignition_HWF036_20200718.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20757_ignition_HWF036_20200718.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20757_ignition_HWF036_20200718.npz,0.50660306,1,0.63371825,1,1,True,True,completed
patch_20758_ignition_CWF089_20200803.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20758_ignition_CWF089_20200803.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20758_ignition_CWF089_20200803.npz,0.90884209,1,0.89497614,1,1,True,True,completed
patch_20759_ignition_PWF034_20200804.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20759_ignition_PWF034_20200804.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20759_ignition_PWF034_20200804.npz,0.98962432,1,0.92675036,1,1,True,True,completed
patch_20760_ignition_PWF035_20200804.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20760_ignition_PWF035_20200804.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20760_ignition_PWF035_20200804.npz,0.99880064,1,0.89175630,1,1,True,True,completed
patch_20776_ignition_LWF012_20200428.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20776_ignition_LWF012_20200428.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20776_ignition_LWF012_20200428.npz,0.99999595,1,0.97011322,1,1,True,True,completed
patch_20777_ignition_LWF013_20200428.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20777_ignition_LWF013_20200428.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20777_ignition_LWF013_20200428.npz,0.99999750,1,0.96391213,1,1,True,True,completed
patch_20778_ignition_LWF014_20200428.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20778_ignition_LWF014_20200428.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20778_ignition_LWF014_20200428.npz,0.99966323,1,0.92807311,1,1,True,True,completed
patch_20779_ignition_LWF015_20200428.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20779_ignition_LWF015_20200428.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20779_ignition_LWF015_20200428.npz,0.99999809,1,0.95068079,1,1,True,True,completed
patch_20780_ignition_LWF016_20200428.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20780_ignition_LWF016_20200428.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20780_ignition_LWF016_20200428.npz,0.99994779,1,0.97513247,1,1,True,True,completed
patch_20781_ignition_LWF017_20200428.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20781_ignition_LWF017_20200428.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20781_ignition_LWF017_20200428.npz,0.99999297,1,0.95964980,1,1,True,True,completed
patch_20782_ignition_SWF017_20200512.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20782_ignition_SWF017_20200512.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20782_ignition_SWF017_20200512.npz,0.99138159,1,0.91814321,1,1,True,True,completed
patch_20783_ignition_LWF073_20200520.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20783_ignition_LWF073_20200520.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20783_ignition_LWF073_20200520.npz,0.99375159,1,0.90977699,1,1,True,True,completed
patch_20800_ignition_MWF020_20200922.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20800_ignition_MWF020_20200922.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20800_ignition_MWF020_20200922.npz,0.78793514,1,0.80471468,1,1,True,True,completed
patch_20801_ignition_LWF103_20201023.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20801_ignition_LWF103_20201023.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20801_ignition_LWF103_20201023.npz,0.41266647,1,0.65183270,1,1,True,True,completed
patch_20802_ignition_EWF061_20201130.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20802_ignition_EWF061_20201130.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20802_ignition_EWF061_20201130.npz,0.98963821,1,0.75219232,1,1,True,True,completed
patch_20817_ignition_SWF068_20201010.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20817_ignition_SWF068_20201010.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20817_ignition_SWF068_20201010.npz,0.81299680,1,0.76372182,1,1,True,True,completed
patch_20856_ignition_CWF207_20201011.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20856_ignition_CWF207_20201011.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20856_ignition_CWF207_20201011.npz,0.98300296,1,0.93174499,1,1,True,True,completed
patch_20876_ignition_SWF065_20201005.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20876_ignition_SWF065_20201005.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20876_ignition_SWF065_20201005.npz,0.98090464,1,0.90874612,1,1,True,True,completed
patch_20877_ignition_CWF204_20201009.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20877_ignition_CWF204_20201009.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20877_ignition_CWF204_20201009.npz,0.97713143,1,0.81936538,1,1,True,True,completed
patch_20878_ignition_CWF205_20201009.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20878_ignition_CWF205_20201009.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20878_ignition_CWF205_20201009.npz,0.87357026,1,0.62461728,1,1,True,True,completed
patch_20887_ignition_RWF050_20200905.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20887_ignition_RWF050_20200905.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20887_ignition_RWF050_20200905.npz,0.99205893,1,0.91306198,1,1,True,True,completed
patch_20896_ignition_SWF060_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20896_ignition_SWF060_20200818.npz,,0.39249951,0,,,0,True,,blocked_by_model_b
patch_20897_ignition_CWF139_20200829.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20897_ignition_CWF139_20200829.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20897_ignition_CWF139_20200829.npz,0.98345774,1,0.88297474,1,1,True,True,completed
patch_20898_ignition_CWF152_20200831.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20898_ignition_CWF152_20200831.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20898_ignition_CWF152_20200831.npz,0.95941377,1,0.89107132,1,1,True,True,completed
patch_20899_ignition_CWF157_20200905.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20899_ignition_CWF157_20200905.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20899_ignition_CWF157_20200905.npz,0.96076542,1,0.88793325,1,1,True,True,completed
patch_20900_ignition_CWF158_20200905.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20900_ignition_CWF158_20200905.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20900_ignition_CWF158_20200905.npz,0.99487323,1,0.94615132,1,1,True,True,completed
patch_20901_ignition_CWF159_20200905.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20901_ignition_CWF159_20200905.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20901_ignition_CWF159_20200905.npz,0.99759716,1,0.97089022,1,1,True,True,completed
patch_20902_ignition_CWF160_20200905.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20902_ignition_CWF160_20200905.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20902_ignition_CWF160_20200905.npz,0.91428274,1,0.80509186,1,1,True,True,completed
patch_20903_ignition_CWF161_20200905.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20903_ignition_CWF161_20200905.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20903_ignition_CWF161_20200905.npz,0.88337332,1,0.79959255,1,1,True,True,completed
patch_20904_ignition_CWF171_20200906.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20904_ignition_CWF171_20200906.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20904_ignition_CWF171_20200906.npz,0.99231136,1,0.83795369,1,1,True,True,completed
patch_20905_ignition_CWF212_20201115.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20905_ignition_CWF212_20201115.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20905_ignition_CWF212_20201115.npz,0.83175695,1,0.68023932,1,1,True,True,completed
patch_20938_ignition_LWF014_20200416.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20938_ignition_LWF014_20200416.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20938_ignition_LWF014_20200416.npz,0.99999952,1,0.96919471,1,1,True,True,completed
patch_20948_ignition_RWF045_20200825.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20948_ignition_RWF045_20200825.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20948_ignition_RWF045_20200825.npz,0.99219793,1,0.91433328,1,1,True,True,completed
patch_20949_ignition_EWF060_20201103.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20949_ignition_EWF060_20201103.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20949_ignition_EWF060_20201103.npz,0.99880409,1,0.88352907,1,1,True,True,completed
patch_20973_ignition_EWF050_20200920.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20973_ignition_EWF050_20200920.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20973_ignition_EWF050_20200920.npz,0.88302380,1,0.71233940,1,1,True,True,completed
patch_20974_ignition_EWF051_20200921.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20974_ignition_EWF051_20200921.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20974_ignition_EWF051_20200921.npz,0.90417653,1,0.82810837,1,1,True,True,completed
patch_20975_ignition_EWF052_20200921.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20975_ignition_EWF052_20200921.npz,,0.20864095,0,,,0,True,,blocked_by_model_b
patch_20984_ignition_RWF059_20201217.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20984_ignition_RWF059_20201217.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20984_ignition_RWF059_20201217.npz,0.98677105,1,0.84534281,1,1,True,True,completed
patch_20989_ignition_CWF191_20200915.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20989_ignition_CWF191_20200915.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20989_ignition_CWF191_20200915.npz,0.96594054,1,0.82203913,1,1,True,True,completed
patch_20990_ignition_CWF192_20200916.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_20990_ignition_CWF192_20200916.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_20990_ignition_CWF192_20200916.npz,0.88084191,1,0.82740110,1,1,True,True,completed
patch_21031_ignition_PWF048_20200820.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21031_ignition_PWF048_20200820.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21031_ignition_PWF048_20200820.npz,0.48595044,1,0.68785131,1,1,True,True,completed
patch_21032_ignition_CWF126_20200823.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21032_ignition_CWF126_20200823.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21032_ignition_CWF126_20200823.npz,0.97145498,1,0.86872560,1,1,True,True,completed
patch_21033_ignition_WWF040_20201115.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21033_ignition_WWF040_20201115.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21033_ignition_WWF040_20201115.npz,0.99971336,1,0.94053233,1,1,True,True,completed
patch_21049_ignition_SWF061_20200818.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21049_ignition_SWF061_20200818.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21049_ignition_SWF061_20200818.npz,0.98457527,1,0.81907904,1,1,True,True,completed
patch_21064_ignition_WWF032_20200613.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21064_ignition_WWF032_20200613.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21064_ignition_WWF032_20200613.npz,0.99188507,1,0.88267106,1,1,True,True,completed
patch_21065_ignition_EWF055_20200930.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21065_ignition_EWF055_20200930.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21065_ignition_EWF055_20200930.npz,0.98722816,1,0.85345167,1,1,True,True,completed
patch_21066_ignition_PWF053_20201007.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21066_ignition_PWF053_20201007.npz,,0.12717788,0,,,0,True,,blocked_by_model_b
patch_21100_ignition_EWF056_20201003.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21100_ignition_EWF056_20201003.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21100_ignition_EWF056_20201003.npz,0.99980831,1,0.95410496,1,1,True,True,completed
patch_21118_ignition_CWF130_20200824.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21118_ignition_CWF130_20200824.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21118_ignition_CWF130_20200824.npz,0.99115211,1,0.90700930,1,1,True,True,completed
patch_21119_ignition_CWF134_20200827.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21119_ignition_CWF134_20200827.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21119_ignition_CWF134_20200827.npz,0.93879789,1,0.88833952,1,1,True,True,completed
patch_21120_ignition_LWF098_20200828.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21120_ignition_LWF098_20200828.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21120_ignition_LWF098_20200828.npz,0.76843572,1,0.71818376,1,1,True,True,completed
patch_21121_ignition_CWF210_20201029.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21121_ignition_CWF210_20201029.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21121_ignition_CWF210_20201029.npz,0.97623104,1,0.74194402,1,1,True,True,completed
patch_21134_ignition_CWF172_20200907.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21134_ignition_CWF172_20200907.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21134_ignition_CWF172_20200907.npz,0.86795098,1,0.77002573,1,1,True,True,completed
patch_21135_ignition_CWF174_20200907.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21135_ignition_CWF174_20200907.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21135_ignition_CWF174_20200907.npz,0.57332325,1,0.66051769,1,1,True,True,completed
patch_21136_ignition_CWF175_20200907.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21136_ignition_CWF175_20200907.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21136_ignition_CWF175_20200907.npz,0.96613729,1,0.67732221,1,1,True,True,completed
patch_21137_ignition_CWF176_20200907.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21137_ignition_CWF176_20200907.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21137_ignition_CWF176_20200907.npz,0.93795025,1,0.77018607,1,1,True,True,completed
patch_21138_ignition_CWF177_20200907.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21138_ignition_CWF177_20200907.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21138_ignition_CWF177_20200907.npz,0.93626249,1,0.72480929,1,1,True,True,completed
patch_21139_ignition_CWF178_20200907.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21139_ignition_CWF178_20200907.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21139_ignition_CWF178_20200907.npz,0.63655388,1,0.77402943,1,1,True,True,completed
patch_21140_ignition_CWF179_20200907.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21140_ignition_CWF179_20200907.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21140_ignition_CWF179_20200907.npz,0.91685426,1,0.76326865,1,1,True,True,completed
patch_21141_ignition_CWF180_20200907.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21141_ignition_CWF180_20200907.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21141_ignition_CWF180_20200907.npz,0.80945110,1,0.78699100,1,1,True,True,completed
patch_21142_ignition_CWF181_20200907.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21142_ignition_CWF181_20200907.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21142_ignition_CWF181_20200907.npz,0.93973970,1,0.76772875,1,1,True,True,completed
patch_21143_ignition_CWF182_20200907.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21143_ignition_CWF182_20200907.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21143_ignition_CWF182_20200907.npz,0.70667338,1,0.78551018,1,1,True,True,completed
patch_21144_ignition_CWF183_20200907.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21144_ignition_CWF183_20200907.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21144_ignition_CWF183_20200907.npz,0.72434723,1,0.71653527,1,1,True,True,completed
patch_21145_ignition_CWF184_20200907.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21145_ignition_CWF184_20200907.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21145_ignition_CWF184_20200907.npz,0.64997286,1,0.81265718,1,1,True,True,completed
patch_21146_ignition_CWF209_20201029.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21146_ignition_CWF209_20201029.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21146_ignition_CWF209_20201029.npz,0.97609645,1,0.74218285,1,1,True,True,completed
patch_21156_ignition_CWF127_20200805.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21156_ignition_CWF127_20200805.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21156_ignition_CWF127_20200805.npz,0.99706405,1,0.94444501,1,1,True,True,completed
patch_21157_ignition_CWF186_20200909.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21157_ignition_CWF186_20200909.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21157_ignition_CWF186_20200909.npz,0.90678775,1,0.87308091,1,1,True,True,completed
patch_21158_ignition_GWF044_20201003.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21158_ignition_GWF044_20201003.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21158_ignition_GWF044_20201003.npz,0.99970371,1,0.92003101,1,1,True,True,completed
patch_21159_ignition_GWF046_20201003.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21159_ignition_GWF046_20201003.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21159_ignition_GWF046_20201003.npz,0.62045991,1,0.66094232,1,1,True,True,completed
patch_21169_ignition_WWF031_20200829.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21169_ignition_WWF031_20200829.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21169_ignition_WWF031_20200829.npz,0.71519488,1,0.71134418,1,1,True,True,completed
patch_21170_ignition_CWF151_20200906.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21170_ignition_CWF151_20200906.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21170_ignition_CWF151_20200906.npz,0.93687874,1,0.85307956,1,1,True,True,completed
patch_21186_ignition_CWF124_20200821.npz,/mnt/work/wildfire/1km/patches_1km_balanced/val/patch_21186_ignition_CWF124_20200821.npz,/mnt/work/wildfire/25m/patches_25m_balanced/val/patch_21186_ignition_CWF124_20200821.npz,0.87794065,1,0.89294821,1,1,True,True,completed
